job_category,continent,experience_level,employment_type,company_size,work_year,salary_in_usd,salary_in_usd,salary_in_usd
DATA_SCIENCE,NORTH_AMERICA,MI,FT,M,2020,3,235450.0,186084.1409148023
DATA_SCIENCE,NORTH_AMERICA,MI,FT,M,2021,2,106905.0,60945.53347046853
DATA_SCIENCE,NORTH_AMERICA,MI,FT,M,2022,32,125026.625,39821.445571491065
DATA_SCIENCE,NORTH_AMERICA,MI,FT,M,2023,286,145850.95104895104,51097.267399567056
DATA_SCIENCE,NORTH_AMERICA,MI,FT,M,2024,446,141968.98430493273,60483.63085418543
DATA_SCIENCE,NORTH_AMERICA,MI,FT,S,2020,1,45760.0,
DATA_SCIENCE,NORTH_AMERICA,MI,FT,S,2021,1,82500.0,
DATA_SCIENCE,NORTH_AMERICA,MI,FT,S,2022,1,48000.0,
DATA_SCIENCE,NORTH_AMERICA,MI,FT,S,2023,1,96313.0,
DATA_SCIENCE,NORTH_AMERICA,MI,FT,S,2024,1,65000.0,
DATA_SCIENCE,NORTH_AMERICA,MI,PT,M,2024,4,104571.5,30774.983883017714
DATA_SCIENCE,NORTH_AMERICA,SE,CT,M,2021,1,105000.0,
DATA_SCIENCE,NORTH_AMERICA,SE,CT,M,2024,2,155948.0,49609.1975544858
DATA_SCIENCE,NORTH_AMERICA,SE,FT,L,2020,3,200142.66666666666,185276.99549953127
DATA_SCIENCE,NORTH_AMERICA,SE,FT,L,2021,4,124951.0,31562.227667471972
DATA_SCIENCE,NORTH_AMERICA,SE,FT,L,2022,35,166445.14285714287,52344.66147123138
DATA_SCIENCE,NORTH_AMERICA,SE,FT,L,2023,161,188291.92546583852,60699.62620885249
DATA_SCIENCE,NORTH_AMERICA,SE,FT,L,2024,44,195222.72727272726,63439.98029134112
DATA_SCIENCE,NORTH_AMERICA,SE,FT,M,2020,1,164000.0,
DATA_SCIENCE,NORTH_AMERICA,SE,FT,M,2022,270,161391.55925925926,42775.96202879648
DATA_SCIENCE,NORTH_AMERICA,SE,FT,M,2023,1571,180674.20432845323,55454.74588416513
DATA_SCIENCE,NORTH_AMERICA,SE,FT,M,2024,779,181545.01668806162,70762.17310166791
DATA_SCIENCE,NORTH_AMERICA,SE,FT,S,2021,2,68869.0,26684.79570841793
DATA_SCIENCE,NORTH_AMERICA,SE,FT,S,2022,2,87500.0,45961.94077712559
DATA_SCIENCE,NORTH_AMERICA,SE,FT,S,2023,2,191000.0,69296.46455628166
DATA_SCIENCE,OTHER,EN,FT,L,2023,3,18448.0,2133.347604118935
DATA_SCIENCE,OTHER,EN,FT,M,2022,2,28842.0,15779.794928958994
DATA_SCIENCE,OTHER,EN,FT,M,2024,2,40000.0,0.0
DATA_SCIENCE,OTHER,EN,PT,M,2022,1,100000.0,
DATA_SCIENCE,OTHER,MI,FT,L,2020,1,35735.0,
DATA_SCIENCE,OTHER,MI,FT,L,2021,2,45019.0,7044.197754180386
DATA_SCIENCE,OTHER,MI,FT,L,2023,2,59521.0,7830.500494859827
DATA_SCIENCE,OTHER,MI,FT,M,2021,1,119059.0,
DATA_SCIENCE,OTHER,MI,FT,M,2022,3,54333.333333333336,29501.412395567324
DATA_SCIENCE,OTHER,MI,FT,M,2023,3,51516.0,23149.94369323606
DATA_SCIENCE,OTHER,MI,FT,M,2024,14,91025.07142857143,61687.701298200795
DATA_SCIENCE,OTHER,MI,FT,S,2023,2,65372.5,20686.408883612447
DATA_SCIENCE,OTHER,SE,FT,L,2021,1,20171.0,
DATA_SCIENCE,OTHER,SE,FT,L,2023,1,63701.0,
DATA_SCIENCE,OTHER,SE,FT,M,2023,2,58302.5,27484.533477939916
DATA_SCIENCE,OTHER,SE,FT,M,2024,7,98185.42857142857,61102.539777702485
MACHINE_LEARNING,ASIA_PACIFIC,EN,FT,L,2021,1,15000.0,
MACHINE_LEARNING,ASIA_PACIFIC,EN,FT,M,2022,1,40000.0,
MACHINE_LEARNING,ASIA_PACIFIC,EN,FT,S,2021,1,20000.0,
MACHINE_LEARNING,ASIA_PACIFIC,MI,FL,S,2022,1,30523.0,
MACHINE_LEARNING,ASIA_PACIFIC,MI,FT,L,2022,2,52424.0,44462.87440101011
MACHINE_LEARNING,ASIA_PACIFIC,MI,FT,L,2023,1,24322.0,
MACHINE_LEARNING,ASIA_PACIFIC,MI,FT,L,2024,1,80000.0,
MACHINE_LEARNING,ASIA_PACIFIC,MI,FT,M,2023,10,180200.0,106014.98845813161
MACHINE_LEARNING,ASIA_PACIFIC,MI,FT,S,2021,3,71691.66666666667,7113.185245256398
MACHINE_LEARNING,ASIA_PACIFIC,SE,FT,L,2021,2,45303.5,29644.037587683633
MACHINE_LEARNING,ASIA_PACIFIC,SE,FT,L,2023,1,114979.0,
MACHINE_LEARNING,ASIA_PACIFIC,SE,FT,M,2024,4,135000.0,84852.8137423857
MACHINE_LEARNING,ASIA_PACIFIC,SE,FT,S,2020,1,260000.0,
MACHINE_LEARNING,EUROPE,EN,CT,M,2022,1,30469.0,
MACHINE_LEARNING,EUROPE,EN,FT,L,2022,4,38074.5,19628.00279362795
MACHINE_LEARNING,EUROPE,EN,FT,L,2023,1,48644.0,
MACHINE_LEARNING,EUROPE,EN,FT,M,2021,2,22411.5,3410.376005662719
MACHINE_LEARNING,EUROPE,EN,FT,M,2023,1,43187.0,
MACHINE_LEARNING,EUROPE,EN,FT,S,2021,1,85000.0,
MACHINE_LEARNING,EUROPE,EN,FT,S,2022,4,44904.5,12807.2700577966
MACHINE_LEARNING,EUROPE,EN,PT,S,2020,1,15966.0,
MACHINE_LEARNING,EUROPE,MI,CT,L,2022,1,97712.0,
MACHINE_LEARNING,EUROPE,MI,FT,L,2021,2,48830.5,3158.6459915603077
MACHINE_LEARNING,EUROPE,MI,FT,L,2022,3,96146.66666666667,36936.349742947445
MACHINE_LEARNING,EUROPE,MI,FT,L,2023,3,69954.33333333333,29343.49488955488
MACHINE_LEARNING,EUROPE,MI,FT,M,2020,1,50180.0,
MACHINE_LEARNING,EUROPE,MI,FT,M,2021,1,88654.0,
MACHINE_LEARNING,EUROPE,MI,FT,M,2022,5,95615.6,15208.582553939734
MACHINE_LEARNING,EUROPE,MI,FT,M,2023,21,98091.14285714286,60098.06850747012
MACHINE_LEARNING,EUROPE,MI,FT,M,2024,9,103697.22222222222,37151.948827678534
MACHINE_LEARNING,EUROPE,MI,FT,S,2021,1,47282.0,
MACHINE_LEARNING,EUROPE,MI,FT,S,2023,1,70179.0,
MACHINE_LEARNING,EUROPE,SE,FT,L,2021,1,94564.0,
MACHINE_LEARNING,EUROPE,SE,FT,L,2022,3,73686.66666666667,12442.768595989133
MACHINE_LEARNING,EUROPE,SE,FT,L,2023,1,113366.0,
MACHINE_LEARNING,EUROPE,SE,FT,M,2021,1,82744.0,
MACHINE_LEARNING,EUROPE,SE,FT,M,2022,2,94559.5,29717.576692927032
MACHINE_LEARNING,EUROPE,SE,FT,M,2023,36,173819.52777777778,57668.5167678102
MACHINE_LEARNING,EUROPE,SE,FT,M,2024,6,135150.0,71910.81977004574
MACHINE_LEARNING,EUROPE,SE,FT,S,2022,2,65666.5,3714.4319215729342
MACHINE_LEARNING,EUROPE,SE,FT,S,2024,4,111562.25,25401.765114193673
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,L,2020,1,250000.0,
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,L,2021,1,225000.0,
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,L,2022,3,126000.0,49426.713425029586
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,L,2023,1,76000.0,
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,M,2022,2,165000.0,35001.785668734105
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,M,2023,11,120487.36363636363,54748.87951779968
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,M,2024,29,129487.72413793103,48110.84125960485
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,S,2020,1,138000.0,
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,S,2021,2,103000.0,31112.69837220809
MACHINE_LEARNING,NORTH_AMERICA,EN,FT,S,2022,2,94000.0,19798.98987322333
MACHINE_LEARNING,NORTH_AMERICA,EX,FT,M,2023,7,195814.2857142857,51411.16702855611
MACHINE_LEARNING,NORTH_AMERICA,EX,FT,M,2024,18,241697.22222222222,69509.39943257405
MACHINE_LEARNING,NORTH_AMERICA,EX,FT,S,2022,2,190000.0,14142.13562373095
MACHINE_LEARNING,NORTH_AMERICA,MI,CT,L,2021,1,270000.0,
MACHINE_LEARNING,NORTH_AMERICA,MI,CT,S,2023,4,85125.0,73007.2770345532
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,L,2021,1,423000.0,
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,L,2022,6,116539.33333333333,31993.43186759849
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,L,2023,5,187800.0,69402.44952449446
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,L,2024,6,162866.66666666666,58805.8047021437
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,M,2021,1,38400.0,
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,M,2022,20,134050.7,41318.58711740937
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,M,2023,121,176965.87603305784,90654.15830079818
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,M,2024,136,185516.3088235294,103720.96645744718
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,S,2022,1,120000.0,
MACHINE_LEARNING,NORTH_AMERICA,MI,FT,S,2023,6,143500.0,64447.6531768225
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,L,2020,1,150000.0,
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,L,2021,3,203333.33333333334,20207.259421636903
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,L,2022,11,161800.0,37215.9374462071
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,L,2023,17,174581.11764705883,82337.93520446875
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,M,2021,2,190000.0,7071.067811865475
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,M,2022,83,178874.1204819277,46753.77211269476
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,M,2023,935,198510.89839572192,57259.15741979988
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,M,2024,534,204521.1797752809,66589.3044554646
MACHINE_LEARNING,NORTH_AMERICA,SE,FT,S,2021,2,188000.0,96166.52224137046
MACHINE_LEARNING,OTHER,EN,FL,M,2022,1,100000.0,
MACHINE_LEARNING,OTHER,EN,FT,M,2021,1,21844.0,
MACHINE_LEARNING,OTHER,EN,FT,S,2021,1,100000.0,
MACHINE_LEARNING,OTHER,EN,FT,S,2024,1,27000.0,
MACHINE_LEARNING,OTHER,MI,FT,L,2021,1,24823.0,
MACHINE_LEARNING,OTHER,MI,FT,L,2023,1,34482.0,
MACHINE_LEARNING,OTHER,MI,FT,M,2022,1,22800.0,
MACHINE_LEARNING,OTHER,MI,FT,M,2023,1,90000.0,
MACHINE_LEARNING,OTHER,MI,FT,S,2023,1,50000.0,
MACHINE_LEARNING,OTHER,SE,FL,M,2021,1,60000.0,
MACHINE_LEARNING,OTHER,SE,FL,S,2023,1,50000.0,
MACHINE_LEARNING,OTHER,SE,FT,M,2022,2,167500.0,45961.94077712559
MACHINE_LEARNING,OTHER,SE,FT,M,2023,8,117178.125,73471.50344849452
MACHINE_LEARNING,OTHER,SE,FT,M,2024,8,100370.75,50118.442760980855
MACHINE_LEARNING,OTHER,SE,FT,S,2020,1,45618.0,
MACHINE_LEARNING,OTHER,SE,FT,S,2022,2,92500.0,38890.87296526011
MANAGEMENT,ASIA_PACIFIC,EX,FT,L,2022,1,76309.0,
MANAGEMENT,ASIA_PACIFIC,MI,CT,S,2024,1,125000.0,
MANAGEMENT,ASIA_PACIFIC,MI,FT,L,2021,1,19609.0,
MANAGEMENT,ASIA_PACIFIC,MI,FT,L,2023,3,39320.333333333336,21284.894769139293
MANAGEMENT,ASIA_PACIFIC,MI,FT,L,2024,1,39615.0,
MANAGEMENT,ASIA_PACIFIC,MI,FT,M,2023,2,28213.0,15134.913544516863
MANAGEMENT,ASIA_PACIFIC,SE,FL,S,2024,1,36014.0,
MANAGEMENT,ASIA_PACIFIC,SE,FT,L,2021,2,67617.5,38250.94132828629
MANAGEMENT,ASIA_PACIFIC,SE,FT,L,2022,4,81007.25,42490.62636531341
MANAGEMENT,ASIA_PACIFIC,SE,FT,L,2023,3,107926.33333333333,59043.714994344096
MANAGEMENT,ASIA_PACIFIC,SE,FT,S,2020,1,125000.0,
MANAGEMENT,ASIA_PACIFIC,SE,FT,S,2021,1,168000.0,
MANAGEMENT,EUROPE,EX,FT,L,2021,2,147756.5,8358.709260406178
MANAGEMENT,EUROPE,EX,FT,L,2023,1,131721.0,
MANAGEMENT,EUROPE,EX,FT,L,2024,2,106666.0,0.0
MANAGEMENT,EUROPE,EX,FT,M,2021,1,130026.0,
MANAGEMENT,EUROPE,EX,FT,M,2023,12,170901.5,56303.070047895104
MANAGEMENT,EUROPE,MI,FT,L,2022,1,89306.0,
MANAGEMENT,EUROPE,MI,FT,M,2023,10,76407.8,21495.46309650791
MANAGEMENT,EUROPE,MI,FT,M,2024,2,49999.5,7856.663445763729
MANAGEMENT,EUROPE,MI,FT,S,2022,1,61566.0,
MANAGEMENT,EUROPE,SE,FT,L,2021,1,152000.0,
MANAGEMENT,EUROPE,SE,FT,L,2022,4,108109.75,54087.37200970913
MANAGEMENT,EUROPE,SE,FT,L,2023,4,167449.75,155537.54008679063
MANAGEMENT,EUROPE,SE,FT,L,2024,2,91666.0,19642.012167799916
MANAGEMENT,EUROPE,SE,FT,M,2020,1,148261.0,
MANAGEMENT,EUROPE,SE,FT,M,2021,1,173762.0,
MANAGEMENT,EUROPE,SE,FT,M,2022,2,119776.0,50519.951088654074
MANAGEMENT,EUROPE,SE,FT,M,2023,3,73558.0,18366.325462650388
MANAGEMENT,EUROPE,SE,FT,M,2024,8,111006.25,55347.99284978634
MANAGEMENT,EUROPE,SE,FT,S,2021,1,103160.0,
MANAGEMENT,EUROPE,SE,FT,S,2022,1,29944.0,
MANAGEMENT,NORTH_AMERICA,EN,FT,M,2022,2,61450.0,22415.284963613558
MANAGEMENT,NORTH_AMERICA,EN,FT,M,2023,2,117700.0,45396.25535217635
MANAGEMENT,NORTH_AMERICA,EN,FT,M,2024,2,150747.5,51855.67579831546
MANAGEMENT,NORTH_AMERICA,EX,CT,S,2021,1,416000.0,
MANAGEMENT,NORTH_AMERICA,EX,FT,L,2020,2,312500.0,17677.66952966369
MANAGEMENT,NORTH_AMERICA,EX,FT,L,2021,2,242500.0,10606.601717798212
MANAGEMENT,NORTH_AMERICA,EX,FT,L,2022,2,159006.5,46712.181071964515
MANAGEMENT,NORTH_AMERICA,EX,FT,L,2023,3,234166.66666666666,81938.04570120851
MANAGEMENT,NORTH_AMERICA,EX,FT,L,2024,1,260000.0,
MANAGEMENT,NORTH_AMERICA,EX,FT,M,2022,8,199659.375,34523.66191029608
MANAGEMENT,NORTH_AMERICA,EX,FT,M,2023,58,219102.41379310345,80147.11640324684
MANAGEMENT,NORTH_AMERICA,EX,FT,M,2024,36,234369.44444444444,68991.1953779795
MANAGEMENT,NORTH_AMERICA,EX,FT,S,2022,1,115222.0,
MANAGEMENT,NORTH_AMERICA,EX,FT,S,2023,1,72000.0,
MANAGEMENT,NORTH_AMERICA,MI,FT,L,2020,1,87000.0,
MANAGEMENT,NORTH_AMERICA,MI,FT,L,2021,1,151000.0,
MANAGEMENT,NORTH_AMERICA,MI,FT,L,2023,3,94233.33333333333,49830.34550686291
MANAGEMENT,NORTH_AMERICA,MI,FT,M,2020,1,56000.0,
MANAGEMENT,NORTH_AMERICA,MI,FT,M,2021,1,150000.0,
MANAGEMENT,NORTH_AMERICA,MI,FT,M,2022,10,145100.0,40120.51290244874
MANAGEMENT,NORTH_AMERICA,MI,FT,M,2023,100,127467.91,45117.86041610542
MANAGEMENT,NORTH_AMERICA,MI,FT,M,2024,106,136020.72641509434,58823.652018317065
MANAGEMENT,NORTH_AMERICA,MI,FT,S,2021,1,110000.0,
MANAGEMENT,NORTH_AMERICA,MI,FT,S,2022,1,75000.0,
MANAGEMENT,NORTH_AMERICA,SE,FT,L,2020,1,117104.0,
MANAGEMENT,NORTH_AMERICA,SE,FT,L,2021,11,178008.54545454544,63171.74687526638
MANAGEMENT,NORTH_AMERICA,SE,FT,L,2022,10,214646.8,95592.5043095837
MANAGEMENT,NORTH_AMERICA,SE,FT,L,2023,7,183208.85714285713,59424.66448489934
MANAGEMENT,NORTH_AMERICA,SE,FT,M,2020,1,190200.0,
MANAGEMENT,NORTH_AMERICA,SE,FT,M,2021,3,163333.33333333334,40414.5188432738
MANAGEMENT,NORTH_AMERICA,SE,FT,M,2022,24,187874.29166666666,53937.57359124743
MANAGEMENT,NORTH_AMERICA,SE,FT,M,2023,157,162778.25477707008,63528.83408422776
MANAGEMENT,NORTH_AMERICA,SE,FT,M,2024,75,154108.62666666668,68597.56255790555
MANAGEMENT,NORTH_AMERICA,SE,FT,S,2020,1,190000.0,
MANAGEMENT,NORTH_AMERICA,SE,FT,S,2021,1,160000.0,
MANAGEMENT,NORTH_AMERICA,SE,FT,S,2022,1,165000.0,
MANAGEMENT,OTHER,EN,FT,M,2024,1,27000.0,
MANAGEMENT,OTHER,EN,FT,S,2023,1,18000.0,
MANAGEMENT,OTHER,EX,FT,L,2021,1,230000.0,
MANAGEMENT,OTHER,EX,FT,L,2022,1,106000.0,
MANAGEMENT,OTHER,EX,FT,M,2021,1,85000.0,
MANAGEMENT,OTHER,EX,FT,M,2023,2,112500.0,3535.5339059327375
MANAGEMENT,OTHER,MI,FT,L,2020,1,115000.0,
MANAGEMENT,OTHER,MI,FT,M,2024,2,33575.0,1977.070560197587
MANAGEMENT,OTHER,MI,FT,S,2022,1,31520.0,
MANAGEMENT,OTHER,SE,FT,L,2021,1,102839.0,
MANAGEMENT,OTHER,SE,FT,L,2023,2,37145.0,1619.2745289171937
MANAGEMENT,OTHER,SE,FT,M,2023,2,56500.0,12020.815280171308
MANAGEMENT,OTHER,SE,FT,S,2023,1,115000.0,
SPECIALIZED,ASIA_PACIFIC,EN,FT,L,2023,1,70000.0,
SPECIALIZED,ASIA_PACIFIC,EN,FT,M,2022,1,40000.0,
SPECIALIZED,ASIA_PACIFIC,EN,FT,S,2022,1,150000.0,
SPECIALIZED,ASIA_PACIFIC,EN,FT,S,2023,2,50103.5,14288.506727436567
SPECIALIZED,ASIA_PACIFIC,MI,FT,L,2023,1,81838.0,
SPECIALIZED,ASIA_PACIFIC,MI,FT,M,2022,1,15897.0,
SPECIALIZED,ASIA_PACIFIC,MI,FT,M,2023,1,32834.0,
SPECIALIZED,ASIA_PACIFIC,MI,FT,M,2024,2,92500.0,17677.66952966369
SPECIALIZED,ASIA_PACIFIC,MI,FT,S,2023,1,54000.0,
SPECIALIZED,ASIA_PACIFIC,SE,FT,L,2023,2,98241.5,87339.7082918188
SPECIALIZED,ASIA_PACIFIC,SE,FT,M,2023,1,29301.0,
SPECIALIZED,ASIA_PACIFIC,SE,FT,M,2024,8,106273.375,63698.09238887883
SPECIALIZED,EUROPE,EN,FT,L,2021,2,70332.0,9193.802368987492
SPECIALIZED,EUROPE,EN,FT,L,2022,2,32128.5,6804.488555358147
SPECIALIZED,EUROPE,EN,FT,L,2023,4,77442.25,93082.57948859176
SPECIALIZED,EUROPE,EN,FT,L,2024,1,44444.0,
SPECIALIZED,EUROPE,EN,FT,M,2022,2,27842.5,5200.770375627057
SPECIALIZED,EUROPE,EN,FT,M,2023,4,51180.25,25598.89060584462
SPECIALIZED,EUROPE,EN,FT,M,2024,5,59805.2,15047.312939525116
SPECIALIZED,EUROPE,EN,FT,S,2020,1,45896.0,
SPECIALIZED,EUROPE,EN,FT,S,2021,1,76833.0,
SPECIALIZED,EUROPE,EN,PT,L,2021,1,19073.0,
SPECIALIZED,EUROPE,EN,PT,M,2024,1,16666.0,
SPECIALIZED,EUROPE,EN,PT,S,2021,1,28609.0,
SPECIALIZED,EUROPE,EN,PT,S,2024,1,117647.0,
SPECIALIZED,EUROPE,EX,FT,S,2021,1,69741.0,
SPECIALIZED,EUROPE,MI,FL,S,2023,1,21000.0,
SPECIALIZED,EUROPE,MI,FT,L,2023,4,57868.0,28380.272220916653
SPECIALIZED,EUROPE,MI,FT,M,2022,2,60951.0,13060.262248515533
SPECIALIZED,EUROPE,MI,FT,M,2023,22,95044.68181818182,65783.98040874199
SPECIALIZED,EUROPE,MI,FT,M,2024,27,69185.25925925926,34015.59995015024
SPECIALIZED,EUROPE,MI,FT,S,2022,2,51601.0,10233.249337331716
SPECIALIZED,EUROPE,SE,FT,L,2021,1,55000.0,
SPECIALIZED,EUROPE,SE,FT,L,2022,1,68293.0,
SPECIALIZED,EUROPE,SE,FT,L,2023,3,114247.66666666667,45329.75245171027
SPECIALIZED,EUROPE,SE,FT,M,2023,21,107136.19047619047,48538.67406472807
SPECIALIZED,EUROPE,SE,FT,M,2024,18,89056.27777777778,35426.14430350018
SPECIALIZED,EUROPE,SE,FT,S,2023,2,53984.0,0.0
SPECIALIZED,NORTH_AMERICA,EN,FL,S,2022,1,50000.0,
SPECIALIZED,NORTH_AMERICA,EN,FT,L,2022,2,152500.0,67175.14421272202
SPECIALIZED,NORTH_AMERICA,EN,FT,L,2023,2,102043.5,39536.461456483434
SPECIALIZED,NORTH_AMERICA,EN,FT,M,2021,1,70000.0,
SPECIALIZED,NORTH_AMERICA,EN,FT,M,2022,2,87500.0,53033.00858899106
SPECIALIZED,NORTH_AMERICA,EN,FT,M,2023,20,102602.5,52131.08597564413
SPECIALIZED,NORTH_AMERICA,EN,FT,M,2024,24,77195.83333333333,37445.94894983466
SPECIALIZED,NORTH_AMERICA,EN,FT,S,2021,1,90000.0,
SPECIALIZED,NORTH_AMERICA,EN,PT,M,2024,2,50158.0,18390.433165099726
SPECIALIZED,NORTH_AMERICA,EX,FT,L,2023,1,215936.0,
SPECIALIZED,NORTH_AMERICA,EX,FT,M,2023,6,178500.0,26455.62322078238
SPECIALIZED,NORTH_AMERICA,EX,FT,M,2024,60,209470.81666666668,67426.74437139272
SPECIALIZED,NORTH_AMERICA,EX,FT,S,2022,1,200000.0,
SPECIALIZED,NORTH_AMERICA,MI,CT,L,2023,1,50000.0,
SPECIALIZED,NORTH_AMERICA,MI,CT,S,2022,1,60000.0,
SPECIALIZED,NORTH_AMERICA,MI,FT,L,2020,1,103000.0,
SPECIALIZED,NORTH_AMERICA,MI,FT,L,2021,3,166666.66666666666,15275.25231651947
SPECIALIZED,NORTH_AMERICA,MI,FT,L,2022,2,156500.0,61518.28996322963
SPECIALIZED,NORTH_AMERICA,MI,FT,L,2023,3,198866.66666666666,74639.48910150265
SPECIALIZED,NORTH_AMERICA,MI,FT,L,2024,2,158500.0,58689.862838483445
SPECIALIZED,NORTH_AMERICA,MI,FT,M,2022,6,146333.33333333334,30663.767978946533
SPECIALIZED,NORTH_AMERICA,MI,FT,M,2023,107,114748.8691588785,45257.792014002625
SPECIALIZED,NORTH_AMERICA,MI,FT,M,2024,195,125682.33846153846,76107.56418587794
SPECIALIZED,NORTH_AMERICA,MI,FT,S,2021,1,95746.0,
SPECIALIZED,NORTH_AMERICA,MI,FT,S,2023,2,140000.0,0.0
SPECIALIZED,NORTH_AMERICA,SE,FL,S,2020,1,60000.0,
SPECIALIZED,NORTH_AMERICA,SE,FT,L,2021,2,207500.0,60104.07640085654
SPECIALIZED,NORTH_AMERICA,SE,FT,L,2022,7,164771.42857142858,38252.91772251778
SPECIALIZED,NORTH_AMERICA,SE,FT,L,2023,6,150147.33333333334,64497.05731788596
SPECIALIZED,NORTH_AMERICA,SE,FT,L,2024,4,217700.0,108102.63641558425
SPECIALIZED,NORTH_AMERICA,SE,FT,M,2021,1,99703.0,
SPECIALIZED,NORTH_AMERICA,SE,FT,M,2022,65,152488.93846153846,61241.737835063555
SPECIALIZED,NORTH_AMERICA,SE,FT,M,2023,398,156972.9849246231,61459.9237526978
SPECIALIZED,NORTH_AMERICA,SE,FT,M,2024,408,162294.08088235295,62502.834007734054
SPECIALIZED,NORTH_AMERICA,SE,FT,S,2022,1,275000.0,
SPECIALIZED,NORTH_AMERICA,SE,FT,S,2023,2,150000.0,70710.67811865476
SPECIALIZED,NORTH_AMERICA,SE,PT,M,2024,2,152650.0,83933.5749268432
SPECIALIZED,OTHER,EN,FT,L,2024,1,26000.0,
SPECIALIZED,OTHER,EN,FT,M,2023,1,50000.0,
SPECIALIZED,OTHER,EN,FT,M,2024,2,61450.0,24536.6053071732
SPECIALIZED,OTHER,EN,FT,S,2021,1,18053.0,
SPECIALIZED,OTHER,EN,FT,S,2023,2,70000.0,70710.67811865476
SPECIALIZED,OTHER,MI,CT,S,2024,1,63333.0,
SPECIALIZED,OTHER,MI,FL,M,2021,1,45555.0,
SPECIALIZED,OTHER,MI,FT,L,2022,1,107093.0,
SPECIALIZED,OTHER,MI,FT,L,2023,1,27568.0,
SPECIALIZED,OTHER,MI,FT,M,2022,2,52533.0,0.0
SPECIALIZED,OTHER,MI,FT,M,2023,1,300000.0,
SPECIALIZED,OTHER,MI,FT,M,2024,4,44068.75,7657.361964149272
SPECIALIZED,OTHER,MI,FT,S,2021,1,30000.0,
SPECIALIZED,OTHER,MI,FT,S,2024,1,30000.0,
SPECIALIZED,OTHER,SE,FT,L,2022,1,125000.0,
SPECIALIZED,OTHER,SE,FT,L,2023,1,417937.0,
SPECIALIZED,OTHER,SE,FT,L,2024,1,90000.0,
SPECIALIZED,OTHER,SE,FT,M,2021,2,21453.5,3601.2948365830866
SPECIALIZED,OTHER,SE,FT,M,2023,4,63429.0,30965.05753264476
SPECIALIZED,OTHER,SE,FT,M,2024,2,174100.0,96025.10088513316
